overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
5.0,True,"04 25, 2014",A2CZDT27T36DBB,B006OI3CUW,Ricardo Oliveira,"We are using this cable in a huge space to extend Kinect to a projector room, and its install on a raised floor without any issue. It's connectors are not to big and tight. Recommended.",Works great,1398384000,,,
5.0,True,"09 2, 2014",A1FX8M51XCUVMZ,B00HN9LS48,Jose Via Vitae,"Great price, Great quality. a most buy for every Xbox one owner.",Awesome.,1409616000,,,
5.0,True,"08 7, 2015",A1S0IBEAIBO8R5,B00KJ8UPC6,michael alvarez,This was purchased as a birthday gift. It arrived in two days as guaranteed. Thank you! It arrived safely. I've played this game in the PS3 format and love it. All the Lego videogames are just good plain fun.,Defender of the night and friends,1438905600,,{'Format:': ' Video Game'},
5.0,True,"08 10, 2013",A1OY6EH5SD6N16,B0012GUAII,Teresa Cox,Another great addition to the sims 2 expansion packs. I like the new things you have for you kitchen & bath.,The Sims 2 Kithcen & Bath,1376092800,,,
5.0,True,"05 20, 2015",A310GT9Q9M1KHI,B00SLBG3S8,Lazarus,The band fits on any head perfectly and the LED colors are neat. As a gamer the mic and sound game out a lot better compared to my Turtle Beaches that broke. Friends online say they can not hear anything coming out of the head set.,Better than Turtle Beach IMO,1432080000,,"{'Size:': ' Arcmage White', 'Color:': ' white black'}",
5.0,True,"02 4, 2013",AOTZOHB2LZGYR,B008BGXYBM,Sloan,"Razer will always have my heart with mouses. My previous ones were the Deathadder, Tron mouse, and now this. Very nice products. However the only thing I dislike is the Razer logo pulsates, and doesn't just stay illuminated. Other than that, great mouse.",Awesome mouse,1359936000,,{'Color:': ' Black'},
5.0,True,"05 19, 2013",A15F62O3OVCG0,B000HKMQ78,Pebbles,Awesome game. bought for my grandsons birthday. He made a list so I got him this and he just loves it.,Great Game,1368921600,,,
5.0,True,"01 16, 2016",A1K4341FWSU93T,B014U0GRXE,Ricardo Alfonzo,"Three words, the best console!!",Great,1452902400,,{'Format:': ' Video Game'},
5.0,True,"01 9, 2013",A844JE32OUHG1,B0025KZV7A,JAMES WILSON,My kids and i played the game and we loved it. We play it all the time the zombies must go down,Loved it,1357689600,,"{'Edition:': ' Game of the Year', 'Platform:': ' Xbox 360'}",
5.0,True,"04 8, 2017",A1OMMTICU7906N,B00DBF829C,FaerieTxn,"We are huge fans of the Final Fantasy series in my house. Although I thought this one was totally different from the ones I played (VII, VIII) my oldest son & daughter in law, teen son and teen daughter are all fully enjoying playing. I myself don't like that there is an option to purchase the season pass to play ALL of the game but I'm sure everyone has different feelings on that. You can not buy the season pass and enjoy playing just as much as you can by buying it. There are plenty of free DLC and other events to participate in.",Must buy for Final Fantasy fans.,1491609600,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
5.0,True,"10 28, 2015",A3AATSN4O7GOX1,B00IAVDOS6,Jeff,This is the best thing ever made. Just plugged in my apple headphones and heard all game sounds perfectly.,Amazing,1445990400,,,
5.0,True,"02 20, 2015",A33EMIII9J1F7S,B003OAE79S,Luxas,"works great, still enjoy to this day..",Five Stars,1424390400,,{'Size:': ' one size'},
5.0,True,"03 17, 2017",A29IKPDK3G334J,B01CINIAKS,Reuben Roa,Gorgeous collector's edition for a game that received  horribly unjustified criticism.,The hatred is so ignorant,1489708800,,,
5.0,False,"03 30, 2009",A1QY19G8IOB7LY,B0012N5MIO,Thomas P. Mowrey,This is the best fighting game of all time.  Ever since streetfighter 2 hit the scenes there hasn't been a fighting game to come close to it's characters personality and gameplay.  I'm so glad they stuck with 2d.  Mortal Kombat was ruined ever since they turned it to 3d.  Still I think street fighter as a side scroller is much better than MK as a side controller.  Must buy!,best of the best,1238371200,2,{'Format:': ' Video Game'},
5.0,True,"09 2, 2015",A1M0E3VQ1XIDM7,B00KVQYJR8,Dante,"good, pleasant to use",Five Stars,1441152000,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
5.0,True,"08 13, 2016",A3PH8X7M6GY16G,B019QGFTQS,Dario Piatti,That's increible figure,Five Stars,1471046400,,{'Edition:': ' Marvel: Ant-Man Figure'},
5.0,False,"11 6, 2012",A2KKJGDIWM4LWX,B00008URUB,Destroyahirismix666,"Check it out! Sonic Adventure for the Gamecube! OHMAHGOSH!
Guys, listen up. This is a good game. I would recommend it. However, it is not the best.
-

Plot: Sonic encounters a strange monster late one night in Station Square, which had previously been released by Dr. Eggman from Knuckles' Master Emerald. Eggman plans to conquer the world with this liquid creature known as Chaos, the God of Destruction. Over the next few days, Sonic joins forces with his good buddy Tails, his rival Knuckles, his stalker Amy, to take down the beast as it grows to City-Destroying proportions. Along the way two other (new) characters, E-102 Gamma, an Eggman robot gone rogue, and Big, a dumb cat who lives a simple existence, are pulled into the fray.
Sounds good, doesn't it? The plot it probably as good as it gets, with plenty of plot-branching outwards, as you can see Amy work to try and find flickies, Knuckles restore his Emerald, Gamma's mission to kill other Eggman bots, and Tails even experiences his own adventure. I think Sonic Adventure 2's plot is better, as it has a dark side to it, but this is nice also.
-

Controls: I'm not going into this again. My Sonic Adventure 2 Battle review covers the controls fine.
-

Gameplay: The Game-play is hit and miss. Tails, Amy, Sonic, and Gamma have the best game-play and level style. Sonic needs to get to the end of the level as fast as he can, and boy, is he fast, uncontrollably so! I have gone so fast that the game has thrown Sonic out of the levels. That is how much speed he has! Tails is somewhat slower, but he can fly and skip huge portions of levels. That is great, because his levels are basically race Sonic/Eggman to the end of the level. Gamma is a shooting-style railer, but he needs to run against the clock. As the clock counts down, he needs to shoot as many enemies as possible to earn time. At the end of all of his levels are bosses (Except for Emerald Coast), which he has to kill in a certain time frame. Amy is slow compared to Sonic and Tails, and has the same level style, get to the goal ring, but the entire time is chased by a robot known as E-100 Alpha aka Zero. This robot will try to kill you. This gets the adrenaline going and your mind going, considering how you need to outsmart the robot and every turn of the level!

Then you come to Knuckles. He needs to find 3 Master Emerald Shards. Simple? I think not. His levels and controls are pretty darn glitchy, and sometimes the shards are put in impossible places. This can be Rage-inducing. Thankfully, the control system was fixed in Sonic Adventure 2, however, the radar is better in this game.

And lastly: Big. DIE YOU STUPID CAT! Basically, he's super-slow (Yet he climbs ladders fast), has to go to a level, find his stupid frog, and fish for it. TOTAL 180 degrees from what a Sonic game should be. This is very rage-inducing, as the fishing controls are pretty darn close to being broken. The only upside is that some of Big's levels have cool special sections that only he can access. Praise the God/gods you serve that he was not included in any other game outside of Sonic (Z)Heroes.
-

Re-playability: When you first start the game, you won't want to put it down until you have found out everything about the character's story and side of the events. But after finishing the game, it near totally loses replay value, even with all the missions you can do and the Game-Gear games you can unlock. Even if you earn all 130 emblems, which is harder then it was in Sonic Adventure 2 somehow, you unlock Metal Sonic playability, and he plays the same as Sonic, just slower.
-

Multiplayer: Null, unless you want to a second person to control Tails in Sonic's levels. Yes, that can be done, but Tails will usually drop off of the camera considering Sonic's speed.
-

Final Judgement: This game is something I would recommend, but is it worth paying 60 or more dollars for? No. Not worth it. I paid 30 dollars for this if memory serves right, and considering the game, I think it's not worth more then Forty. As opposed, Sonic Adventure 2 Battle, I would pay 100 dollars for that game. This one gets old fast, and although it is good for any collector, it's not a game that you will be pulling out all of the time once finished.
I'd give it a 3.5/5, or a 7/10. I would recommend this to anyone on any system, but only if for a good price.","A Good Port of a Great Game, but it's not 'excellent'!",1352160000,,,
5.0,True,"05 1, 2018",A37XQXB75G3VYD,B00OAY41MU,booklover26,Superior to Rock Candy controllers. Just plug in and you're good to go. I love this controller for my PC.,Far better than Rock Candy controller,1525132800,,,
5.0,True,"07 31, 2015",AFOYJHQQ6SWWT,B00I0A363A,Walter G Inman,good game,Five Stars,1438300800,,"{'Length:': ' Base Game', 'Subscription Length:': ' Base Game'}",
5.0,True,"12 22, 2014",A2YSHMLZSD778Q,B00002STL2,Jason Carver,"Back when arcade games were king , Capcom was considered one of the top in the industry. Following up on the success of their CPS 1 System based fighter ""Street Fighter"" and the CPS 2 system based Street Fighter II and similar titles, Capcom decided to push their development capabilities to the limit and publish Street Fighter Alpha for the Sony Playstation. Being that the PS1 is not designed for graphic intensive 2D games, Capcom did a great job of porting this game over with very minimal loss on the frames of animation on the screen. Moves are pulled off fluidly and there are no issues of slowdown whatsoever in this game. You can even choose between the original arcade sound track to the game or a remixed sound track that makes the game sound more interesting. As far as extra modes go, this is just a port of the arcade game with very little to go on with extra features but its worth to have in your collection of Street Fighter games.",Perfect translation of the arcade game.,1419206400,,,
5.0,True,"06 26, 2014",A3F6VFU87UZ844,B00503E8S2,Ronel hernndez cruz,thanks very bunos alticulos,Five Stars,1403740800,,{'Format:': ' Video Game'},
5.0,True,"03 29, 2016",A6AE4IUZG67DC,B017AGIDT6,John c.,"Great game, there are some negatives here and there but overall if you like adventure games like the ones from Telltale you're gonna like this one.","Great game, there any some negatives here and there ...",1459209600,,{'Format:': ' Video Game'},
5.0,True,"04 6, 2016",A36QF2CX91ONJC,B011I4APHY,Hun Gopher,Works on USA Wii U without any issues.,Super Smash FTW,1459900800,,,
5.0,False,"08 16, 2009",A3RTFUIV7J67DI,B000FQ2D5E,Elton Lee,"MGS4 was the game that I waited for a long time since its annoucement. Then it got delayed but it was all for the best. I got it the day of release. Pop in the disc and took a deep breath before embarking on solid snake's final mission of his life. I remembered getting myself into the training portion of the game learning the controls and getting used to the new old snake's movements before starting the game and it has paid off tremendously. I knew this was a game in its own turf and what an epic porportion this is. I have played all the other metal gear games in the series so I know whos who in the storyline. This game is developed with the fans in mind as all the old characters shows up for a final battle. I now love old snake so much compare to when he was young. It just fits so well. All of us who played the other metal gear games from the early days have aged as well so when you play old snake it has a deep connection to him and it just flows so well. Snake is wiser, gained a tremendous amount of knowledge thruout his life as I have. I felt I was controlling myself in the game. The graphics, sound, gameplay and storyline is top notch especially when you play it on a HDTV. This game is immersive and intense as the story builds up. One by one all old charaters in the series emerges and it really touches you emotionally. They have changed quite a bit since the last chapter where they were introduced. So fans of the series really cared about them and it will stir your emotion while playing the game. I remembered I got really immersed in the game in one of the chapters towards the end that I weep and cried. I couldn't believe I was in tears. No game has ever stir my emotions so much in a game. Anyone who has yet to play this game should play the other metal gear games in the series before diving into this one. If you just play MGS4 without a clue of whos who and what's going on it will not have any effect on you. To fully get the impact this game project one must play the earlier games. I am grateful for the creater Hideo Kojima for an incredible experience. No other game has moved me so much. There are also a lot of cut scenes in order to tie in all the loose ends of the storyline and every metal gear fans should already expect this to be part of the package. Without it MGS4 could not have materialized. MGS4 has tremendous value for me and shall always cherish the precious moments impacted by Metal Gear Solid 4: Guns Of The Patriots.",Metal Gear Ends With A Big Bang!,1250380800,,{'Format:': ' Video Game'},
5.0,True,"01 7, 2014",A2NLWLLF8V8MYH,B0050SVNZ8,Jason,"I like this case and it is my preferred 3ds xl case.

I made a mistake of buying this case once before for my 3ds Non-Xl,

This case will fit the non-xl systems, however I did not like the way it did.

Thank being said, if you own a 3ds xl, you really can't beat this case.

It looks cool, its official nintendo brand and it really guards your system and transports your games.",Best 3ds case on the market,1389052800,,{'Color:': ' Black'},
5.0,True,"06 12, 2016",A3NEVBXU5MU5U1,B001CM0PJ6,Sean,loved it,Five Stars,1465689600,,,
5.0,True,"12 23, 2013",A3DG23F10B78J3,B008U25YW4,Chad C,"These are perfect they are the exact size as the stylus that comes with the Wii U and fit perfectly in the holder. The other ones that are ""compatible"" with Wii U are likely just stylus' for the 3DS XL and those do not fit well.

These were only 10 bucks and you get 8 of em so it's really hard to complain. Do yourself a favor spend the extra 4-5 dollars on these and you'll likely have a lifetime supply for stylus' for the Wii U.",These really are official. Perfect Size.,1387756800,3,,
5.0,True,"02 17, 2015",AN6E0A94VXCXO,B000ZKBJXC,Addison Tancredi,"Ghostbusters on Xbox 360 is a great game. Even a few years later the servers for multiplayer are still up. But very few people are on them. I imagine during Halloween they may still be up. But yeah, great game.",Great game.,1424131200,,"{'Edition:': ' Standard', 'Platform:': ' Xbox 360'}",
5.0,True,"02 21, 2015",A1QM5Q0KF6W2QV,B0019QEY3I,ryan davis,thanks,Five Stars,1424476800,,,
5.0,True,"03 2, 2016",A2L7BLZE48JTBU,B00AKIPBNS,Amazonian,"This is the first Fire Emblem game I've ever played (I'm a casual gamer, but have been playing various iteration of Pokemon/Zelda/Mario since the late 90s).  I didn't really know what to expect from it, but I love it! The characters are the big seller for me. The plot seems to have some nice depth to it, but the characters are what sell this game. They are fun and varied and, in my opinion, well-voiced.",character driven gameplay,1456876800,,{'Format:': ' Video Game'},
5.0,True,"10 1, 2015",A14OD83QY1BLA6,B00MUY0OFU,Roy,"I thought I'd dislike the placement of the analogs in respect to the classic controller. While I much prefer the classic controller configuration for MH3U, the Pro is better for everything else. 80 hour battery life? Amazing.",Great feel,1443657600,2,,
5.0,True,"09 5, 2012",A3856UAH97L6FY,B000090W86,Alex,"The Gameboy Player provides you with the opportunity to play your favorite GBA, GBC and gameboy games on a larger screen.  Those who have used the Super Nintendo's Super Gameboy accessory should already be familiar with this concept, where it puts your games on screen with a border around it.  Gameboy Advance games can be run full screen with a resolution that is similar to Super Nintendo.  This also allows you to play Gameboy Color games - something Super Gameboy couldn't do.

I was impressed that the included a link port, which adds some interesting possibilities.  Also, the low profile of the bttm piece doesn't really make the Gamecube that much taller or change its look that much.  The player allows you to swap games while the console remains on (using the button in the Z menu first).  There is a motion smoothing feature that subtly tunes up your GBA games.  There are also several screen format options which is helpful when working with different TV's.

So why would you want this?  I own three handhelds that can play GBA games, I didn't get this because I needed another device to play on.  These games are visually designed for small screens and sometimes this doesn't translate well to the big screen.  But there are two areas I really think this can shine:

Strategy games play well on a bigger screen.  I'd been stuck for months on Advance Wars, but somehow seeing it on the big screen, the solution just clicked.  I imagine this will be the same in other strategy games.

Recording gameplay footage.  I personally dislike emulators and think that this is the only real option for faithfully recording gameplay for GBC and GBA games.

Ultimately, the best feature though is that you can share these games with friends without hunching over some tiny screen.  Which I think is why this was made.",Performs exactly as expected!,1346803200,,,
5.0,True,"10 8, 2016",A68JKM1HC5ELB,B00WOK8YX4,Ricky,Fun game,fun game shipped fast and packed well,1475884800,,{'Format:': ' Video Game'},
5.0,True,"01 14, 2014",A1DVU6K1X0HFY4,B00BAWXD88,Sherilee,great quality and sound. nicely packaged and got here on time. my daughter is a huge fan and can't wait for the next one.,Great game,1389657600,,,
5.0,True,"12 8, 2000",A29ROVDR59S0UJ,B000051SGS,Madmatt7,"I've been waiting for a game to do justice to the Pirate's genre for years. Sea dogs makes a valiant effort, though not succeeding on every point.  For those who enjoyed Sid Meyer's Pirates, like myself, you may find a few things lacking in Sea Dogs. The setting is an imaginary group of islands, not the Caribbean as I had hoped. The number of visitable islands is also fairly limited.  The towns you can visit are pretty, but limited in their scope.  Gameplay is limited to one character so I don't believe this is a true RPG, but the game does deal in experience points, hit points and skill points in your character's progression. This game does have a steep learning curve, with novices getting blasted out of the water on a regular basis.  So why did I give this game 5 stars? The sailing sequences are breathtaking with beautiful waves, ships, and environmental effects. Battling other ships and forts is also great 3d fun and the gameplay in between is solid enough to keep me playing again and again (much to the irritation of my wife). The makers are developing patches as I write this, so hopefully the game will only get better. Until then, there's still nothing else out there like it.","Not perfect, but nothing else like it.",976233600,22,,
5.0,True,"02 10, 2017",A6C0QCBORL39D,B00O9GP95W,Daniitoh,"Love it! It was a surprise to receive this character un Super Smash Bros., also the amiibo is pretty good!",Nice for Super Smash Bros. fans!,1486684800,,,
5.0,True,"08 20, 2017",A1Y6OEZSY3FSUD,B00005LOXE,Amazon Customer,my kids loved it,Five Stars,1503187200,,,
5.0,True,"03 10, 2014",A1SDB8CZYBXUM8,B004H0LFEY,Christopher Abanil,I enjoyed playing this game when I had my Xbox 360. When I found out Tropico 5 is in the work. I wanted to play through Trpoico 4 again. It works well on Windows 8. Graphics are even better on my PC than the Xbox 360.,Great,1394409600,,{'Platform:': ' PC Download'},
5.0,True,"11 26, 2013",A2SGZESU2OPFFM,B00C71034I,Tom Reagan,"My favorite of the three Batman games.  Although it was shorter than I expected, I think I felt the same about all three, actually, so maybe it was just me playing for hours at a time, every day, because I got caught up in the story and gameplay so much.

Everything about this one is an improvement - the gameplay (fighting a mob of thugs, for example), maneuvering through Gotham City (either by Fast Travel by Batwing or by grapnel accelerator), and the cinematic scenes are just as good as any Batman movie, IMO.  And this one really proves worthy of giving Batman his ""World's Greatest Detective"" title with all new crime scene investigation feature.  Very cool stuff!

Can't wait for the next Batgame!!!",Awesome Game! My Favorite of the Batgames.,1385424000,2,{'Format:': ' Video Game'},
5.0,True,"12 15, 2014",AR94QMI1RLHZZ,B00JJNQG98,Brenda,LOVE THIS,Five Stars,1418601600,,"{'Color:': ' Black', 'Style:': ' Headset'}",
5.0,True,"01 12, 2008",A1NFQYKQ49HTR9,B000SSQPU8,Melvin L. Glover Jr.,This game is as hard as the Nintendo Power Magazine says. the game has its way of amking you take your time but keep at a fast pace kinda gameplay. It's very challenging and fun to play I am still trying to beat this game. TIP: not all of Tomaj's missions are to be played as they appear try leveling up 10 levels before each mission so that you will have advantage. this game rocks,Very Challenging Game,1200096000,,{'Format:': ' Video Game'},
5.0,True,"02 17, 2013",A2EYN6HHBJ7FIW,B005OOZRVO,liteasafeather,"This triple pack is sure worth buying as all three games are truly entertaining and challenging.  As a rule, when one buys a double or triple pack there is at least one game that is rather lame, but not this pack.  I recommend it.",All three games terrific,1361059200,5,,
5.0,True,"09 18, 2017",A157UG169UA4AU,B00QXJF60G,Juan Meza,Very happy with purchase thank you,Five Stars,1505692800,,"{'Color:': ' Luigi - Green', 'Style:': ' Racing Wheel'}",
5.0,True,"06 21, 2016",AUK04L0ULPFID,B001DO5BWY,Stephanie W.,"I love this game! It has, in my opinion, one of the best stories the Pokmon line has ever had. There's a considerable amount of more development for your character and many fun features we haven't had before.",I love this game,1466467200,,,
5.0,True,"12 28, 2017",A29282XEROTZ4V,B014SIVGAW,Ron,This hard drive works just like an original microsoft hard drive.,Works Great,1514419200,,,
5.0,True,"04 17, 2016",A7PO4F1EI4NUK,B016VFPZVG,Max Steel,well worth it,love fallout 4,1460851200,,"{'Edition:': ' Season Pass', 'Platform:': ' PS4 Digital Code'}",
5.0,False,"11 30, 2007",A1NASNXCKZCXLM,B000P0QIP6,blair,"Just a note that this is in the stores now and don't know why Amazon is selling it used at very high prices.

I found the game great and challenging.
07 version was good,
but this is fine tuned and better
so if you are looking to start out somewhere...this would be where you go.",In the stores for $50 so don't know why Amazon is only selling used,1196380800,5,{'Format:': ' Video Game'},
5.0,True,"01 7, 2015",A3U4I4F7JKD97Y,B00MU1YEYU,yuray,excelente,Five Stars,1420588800,,{'Format:': ' Video Game'},
5.0,True,"04 24, 2018",A32GHPUW60F69L,B0010AYJXI,Hane,"Great story driven game.  I had a lot of fun. Creative and highly entertaining.  If you like this game, make sure you check out Quantum Break on xbox one. It's a newer game from the same developers. Mind blowing good.",Great story driven game,1524528000,,,
5.0,False,"05 25, 2014",AU54AUT75ZMST,B00001OWYW,Classic GameFan1991,"Where do I begin? I have played the first four classic entries of the series, and Lament of Innocence, the Mercury Steam Lords of Shadow and Mirror of Fate, and I must say that not only was this entry released in Konami's prime, but they have given the name Castlevania a whole new meaning while adding to the overall gameplay experience. The environment of the game is astoundingly detailed with 3D background effects, including moving objects in full 3D and the creativity involved in developing the enemies make it that much easier to immerse yourself in this wonderful complete fantasy world, and escaping reality. With that being said, seeing that this game was directly influenced by Super Metroid, and perhaps some of the other Nintendo entries to the series, I must say that the Metroid-style gameplay was executed beautifully with all kinds of different suits (or cloaks) you can pick up, fluid controls, and an absolutely fantastic soundtrack that fits each and every one of its perspective environments the tracks were made for. Another excellent aspect of this game is the idea of leveling up your character to increase stats and such. That was beautifully implemented, rewarding you with easier gameplay if you destroy enough enemies and find the most powerful cloaks and weapons you can find in the game. You can also acquire various transformations that will turn your character into either a bat, a purple wolf, or simply a handful of mist, so you can pass through obstacles that were blocked before. Overall, this game is the most groundbreaking entry of the series, and it is one that I would not mind playing again and again, as the gameplay is as versatile as it gets with these style of games.",Most Solid Entry to the Series,1400976000,,{'Format:': ' CD-ROM'},
5.0,True,"04 16, 2015",AS742Y9ASKV1F,B0030F1DOO,tim stivenson,Totally sweet game,awesome,1429142400,,{'Format:': ' Video Game'},
5.0,True,"02 2, 2015",A3OMP1HK8F5RI5,B0016BVYAM,EL ROD,"Ah, the wonders of Rapture are once again your for the taking. Load up on Plasmids and seek the thruth. Highly recommended!",Highly recommended!,1422835200,,{'Format:': ' Video Game'},
5.0,True,"12 28, 2016",A387ZPC296CQ7O,B01C93CWSI,Amazon Customer,Another great Pokmon adventure for the 3DS.,Pokemon rocks,1482883200,,"{'Edition:': ' Moon', 'Platform:': ' Nintendo 3DS'}",
5.0,True,"11 4, 2009",A2TUT4ETSUN16L,B001NJPI0Y,Kurt Brobst,This game is cool. If you like final fantasy I reccommend buying this. It has good grafics.,Awsome!,1257292800,,{'Format:': ' Video Game'},
5.0,True,"05 20, 2016",A2S4W3217OKIZ1,B013J4LA66,Jenn &amp; David,Nice product. My kids love the game. It's a fun activity building the characters during game play. The base is big enough to keep the characters upright but small enough not to require a lot of space.,Kids love 'em,1463702400,,,
5.0,True,"09 25, 2015",A7E9Z3MCJTOOY,B000PT18OS,Amazon Customer,good,Five Stars,1443139200,,,
5.0,True,"05 30, 2017",A582T3JX4XF2Y,B00GNX4ZC2,Brent,works great,Five Stars,1496102400,,,
5.0,True,"05 15, 2015",A1OAOB1VISYLSB,B00HDCUTUY,Shane,Loved these games. Fun to play. Some challenges but nothing too difficult. Shane,Five Stars,1431648000,,,
5.0,True,"01 29, 2017",A3P5WXAH7Z7YOZ,B00GXHIQLO,Craig,Fantastic!,Five Stars,1485648000,,{'Platform:': ' PC Online Game Code'},
5.0,True,"02 4, 2016",ABH741JTXOZZN,B00HHJBG5A,Toni,makes handling the ps4 controller so much easier especially if your hands get sweaty while playing. lol,nice and easy to apply.,1454544000,,{'Platform:': ' Xbox One'},
5.0,True,"01 1, 2016",AHQTCQF3Z47RD,B0009VXBAQ,Kyle,Fun!,Fun!,1451606400,,{'Color:': ' White'},
5.0,True,"05 14, 2016",AK6YYIL62TOMF,B00005V5MZ,whodat,One of my fav games of all time & this is the best version available.,... fav games of all time & this is the best version available,1463184000,,,
5.0,False,"01 13, 2015",A3CPAGVHRKMDHR,B00KAED7OC,Troy B.,"Far Cry 3 is/was probably my all time favorite game. With that in mind, Far Cry 4 is no exception and is now one of my top 3 favorite games. They basically took all the good from FC3, shafted the bad, and added new awesome features. The grappling hook is awesome! That's just one of the many good things about this game. Now, pros and cons.
Pros:
Great graphics!
Good storyline and villain
Still feels like FC3
Depth of field is really well done

Cons:
30 fps. Come on Ubi...
I personally liked the beachy feel that FC3 had and I don't feel as much of that in this game
Online still isn't that great. (Who saw that one coming?!)

Otherwise a great game. I have WAY more pros about this game but there are just too many to mention! If you're a FC3 fan, I can assure you you'll love this next game in the series! :)",WOW Ubisoft!,1421107200,,{'Format:': ' Video Game'},
5.0,True,"04 17, 2011",A2B441OML9B046,B000LFJNG6,csmomma,"I bought this so make my wii ""plug-and-playable"". I normally have the wii in the living room, but don't like to let my 10 year old son and his friends play on it there because I fear having to replace that tv. So I purchased this, along with an extra power adapter and video cables so that I could disconnect from the living room and bring the wii to a room with a much less expensive tv. Spent just over $25 on those 3 things, rather than $200 on a new wii system!

But on to the product itself. I was amazed that there is no need to ""sync"" as with all the other products (remotes, etc). It is as simple as putting in the batteries and turning it on! The timing function is a great idea as well! I hate replacing batteries on everything because my son ""forgets"" to turn it off.","awesome product, even better price",1302998400,,,
5.0,True,"11 12, 2013",ATFLVVU3EFTOM,B00DC7FWRE,Tim,My son love it. Over 180 games to play. I'm having fun right along side him. 100% pure fun from Nintendo.,Perfect.,1384214400,,{'Format:': ' Video Game'},
5.0,False,"07 4, 2010",A1Q2ST6IHFGLKM,B003O6JJKY,Gilly H,"Phenomenal product. 17% smaller than the original 360, whisper quiet, sleek black, consumes significantly less power therefore less heat, wireless N that is better than the wireless G on the PS3, 250 mini portable GB hard drive. What more do you want? This baby is the Ferrari of the Xbox 360.",Greatly refined,1278201600,3,{'Edition:': ' 250GB Console'},
5.0,True,"01 2, 2015",A2T1VLODAAWETI,B0050SXJXW,Ilci Alvarez,excellent sale,Five Stars,1420156800,,{'Format:': ' Video Game'},
5.0,True,"03 5, 2015",A17D8U4KAPXLVG,B001LX4BMS,Penny L Carpenter,Thank you soo much! It's work and well fit!,fun,1425513600,,,
5.0,False,"08 5, 2013",A2CA534CJUF2VN,B0050SWBAE,Lawrence Stevens,"Pikmin 3 is simply perfection. I have NEVER seen a game better than this before and oh my if you don't have a wii u this game is worth the $350 alone! If you do have a wii u.... what are you waiting for!?!?! Anyway lets dive into the review-

Graphics: Folks graphics don't make a game. But Pikmin 3 has the best graphics I have ever seen in my life; and I have a high end PC. Its so colorful, so sharp! Watching a video on youtube or any other site doesnt do this game justice. You need to play it yourself to see the beauty.

Audio: The music sets the tone of this game so well its unbelievable. Its so calm and relaxed until you get into a fight where the music will pick up its tone. Its just.... great.

Story: The story is 3 people trying to explore a planet have crash landed in different places. Once they get up they find weird creatures. Pikmin. Using the pikmin they must gather food to survive. I won't spoil any more of the plot because it's just too good.

Length/Replay value.

The game took me about 15 hours for the main story but more fun lies in the Missions and Bingo Battle. Bingo Battle is a great multiplayer mode, and trying the leaderboards can get addicting. Lets go back for a second though, I picked this game up at midnight on the eshop- okay. Wait its midnight of the next day (as of the time of writing this review). Yes this game is SOOO addicting that in the first day the game sucked up 18 hours of my life, and I haven't even gone for 100%, played many matches of bingo mode, Completed nearly any of the challenges. And I'm hungry for way more pikmin 3. This alone should tell you that this... is a great one.

Gameplay: The gameplay of this game is simple: Gather pikmin, Collect fruit to survive, Defeat enemies to gather more pikmin, and explore as much as you can in a day. The game works of a day system. Every day is 13 minutes, if you never stop the game and look around the map with the gamepad and such. Its a lot more useful than it sounds and is currently the best use of the gamepad in a game just being a map! But this isn't your old typical wii u map its a lot better. Just play the game and see for yourself. There are 3 control methods for this game; Gamepad, Pro Controller and wiimote+. The wiimote+ is easilly by far the best way to play this game but the gamepad and Pro Controller work well too. And for those wondering no- gamepad features aren't exclusive to when your playing with the gamepad. The map still shows if your playing with the wiimote+ or the Pro Controller.

Verdict:
This game is amazing. I can't think of a single flaw it has- and I'm not one to give games perfect scores. This is a game to be remembered and is in my opinion, the best game of all time. Buy a wii u and this game now.","Somehow, flawless",1375660800,4,,
5.0,True,"12 6, 2012",A1HQVXD63STWND,B005C7R950,Hot,"Great game. Still remember the first cross over street fighter vs x men game and with this new enhance game play. Capcom does it again. Fluid graphics, tons of fun and with friends you got the best ever, to my opinion, the best cross over game ever!",Hot,1354752000,,{'Format:': ' Video Game'},
5.0,True,"11 14, 2014",AKL3H8NKYEB8C,B006ZPAYGE,bluto20,as childish of a game you would think this is. it's not. I have a lot of fun playing these lego games.,I have a lot of fun playing these lego games,1415923200,,{'Format:': ' Video Game'},
